,id,carat,cut,color,clarity,depth,table,price,x,y,z,price2
37732,37732,0.45,Ideal,F,SI2,62.5,57.0,996,4.9,4.86,3.05,996000.0
37733,37733,0.51,Fair,J,VS2,65.3,55.0,996,4.97,4.96,3.24,996000.0
37734,37734,0.5,Very Good,F,SI2,62.2,54.0,997,5.08,5.14,3.18,997000.0
37735,37735,0.5,Good,F,SI2,63.5,58.0,997,4.98,5.03,3.18,997000.0
37736,37736,0.37,Ideal,D,VVS2,61.6,54.0,997,4.61,4.64,2.85,997000.0
37737,37737,0.4,Ideal,G,VVS1,60.2,60.0,997,4.78,4.82,2.89,997000.0
37738,37738,0.37,Ideal,F,VVS1,61.3,56.0,997,4.65,4.68,2.86,997000.0
37739,37739,0.46,Ideal,I,VS1,62.0,54.0,997,4.97,4.99,3.09,997000.0
37740,37740,0.41,Ideal,E,VS1,60.5,58.0,997,4.81,4.85,2.92,997000.0
37741,37741,0.31,Ideal,D,VVS2,61.9,55.0,997,4.39,4.36,2.71,997000.0
37742,37742,0.31,Ideal,D,VVS2,60.9,57.0,997,4.42,4.38,2.68,997000.0
37743,37743,0.5,Premium,D,SI2,62.9,58.0,997,5.06,5.01,3.17,997000.0
37744,37744,0.5,Premium,D,SI2,62.9,58.0,997,5.06,5.01,3.17,997000.0
37745,37745,0.31,Fair,D,VVS2,54.2,65.0,997,4.61,4.58,2.49,997000.0
37746,37746,0.31,Premium,F,VVS1,59.2,62.0,997,4.41,4.34,2.59,997000.0
37747,37747,0.43,Very Good,G,VS1,59.3,58.0,998,4.97,5.02,2.96,998000.0
37748,37748,0.43,Very Good,I,IF,61.0,56.0,998,4.9,4.93,3.0,998000.0
37749,37749,0.36,Ideal,E,VVS2,61.9,55.0,998,4.57,4.61,2.84,998000.0
37750,37750,0.34,Ideal,D,VS1,60.3,56.0,998,4.53,4.56,2.74,998000.0
37751,37751,0.38,Ideal,F,VS1,62.4,54.0,998,4.68,4.64,2.91,998000.0
37752,37752,0.38,Premium,F,VS1,60.9,58.0,998,4.71,4.68,2.86,998000.0
37753,37753,0.38,Ideal,D,VS2,62.0,56.0,998,4.68,4.64,2.89,998000.0
37754,37754,0.38,Ideal,F,VS1,62.8,56.0,998,4.64,4.59,2.9,998000.0
37755,37755,0.38,Premium,F,VS1,62.4,59.0,998,4.63,4.57,2.87,998000.0
37756,37756,0.38,Premium,D,VS2,61.6,59.0,998,4.66,4.62,2.86,998000.0
37757,37757,0.38,Premium,D,VS2,60.9,58.0,998,4.67,4.63,2.83,998000.0
37758,37758,0.38,Ideal,G,VS1,62.5,56.0,998,4.64,4.58,2.88,998000.0
37759,37759,0.44,Premium,E,SI1,62.3,58.0,998,4.88,4.85,3.03,998000.0
37760,37760,0.34,Very Good,F,IF,61.1,54.0,999,4.54,4.56,2.78,999000.0
37761,37761,0.53,Ideal,J,SI1,61.6,55.0,999,5.2,5.23,3.21,999000.0
37762,37762,0.34,Ideal,F,IF,61.8,55.0,999,4.49,4.51,2.78,999000.0
37763,37763,0.41,Ideal,E,VS2,61.8,57.0,999,4.78,4.76,2.95,999000.0
37764,37764,0.41,Ideal,E,VS2,61.8,54.0,999,4.79,4.76,2.95,999000.0
37765,37765,0.41,Ideal,E,VS2,62.4,54.0,999,4.79,4.76,2.98,999000.0
37766,37766,0.41,Premium,E,VS2,59.8,60.0,999,4.87,4.83,2.9,999000.0
37767,37767,0.41,Premium,E,VS2,61.3,58.0,999,4.79,4.74,2.92,999000.0
37768,37768,0.41,Ideal,E,VS2,62.1,57.0,999,4.79,4.74,2.96,999000.0
37769,37769,0.41,Premium,E,VS2,62.1,58.0,999,4.78,4.75,2.96,999000.0
37770,37770,0.41,Ideal,E,VS2,61.6,55.0,999,4.79,4.75,2.94,999000.0
37771,37771,0.41,Ideal,E,VS2,62.0,56.0,999,4.79,4.72,2.95,999000.0
37772,37772,0.41,Ideal,E,VS2,62.1,56.0,999,4.76,4.74,2.95,999000.0
37773,37773,0.41,Ideal,E,VS2,62.3,56.0,999,4.77,4.74,2.96,999000.0
37774,37774,0.41,Ideal,E,VS2,62.5,55.0,999,4.77,4.74,2.97,999000.0
37775,37775,0.41,Ideal,E,VS2,61.8,56.0,999,4.78,4.74,2.94,999000.0
37776,37776,0.41,Premium,H,VVS2,59.8,60.0,999,4.86,4.79,2.88,999000.0
37777,37777,0.37,Premium,E,VS1,61.5,55.0,999,4.7,4.66,2.88,999000.0
37778,37778,0.37,Ideal,E,VS1,61.3,55.0,999,4.68,4.65,2.86,999000.0
37779,37779,0.38,Very Good,E,VVS2,61.8,56.0,1000,4.66,4.68,2.88,1000000.0
37780,37780,0.39,Very Good,F,VS1,57.1,61.0,1000,4.86,4.91,2.79,1000000.0
37781,37781,0.38,Very Good,E,VS1,61.5,58.0,1000,4.64,4.69,2.87,1000000.0
37782,37782,0.38,Premium,E,VS1,60.7,59.0,1000,4.65,4.7,2.84,1000000.0
37783,37783,0.38,Ideal,E,VS1,61.6,56.0,1000,4.65,4.67,2.87,1000000.0
37784,37784,0.53,Very Good,G,SI2,62.5,55.0,1000,5.14,5.19,3.23,1000000.0
37785,37785,0.57,Very Good,I,SI2,62.1,57.0,1000,5.29,5.33,3.3,1000000.0
37786,37786,0.38,Ideal,E,VS1,61.9,56.0,1000,4.63,4.67,2.88,1000000.0
37787,37787,0.5,Good,E,SI2,63.2,61.0,1000,5.02,5.05,3.18,1000000.0
37788,37788,0.3,Ideal,D,VVS1,61.3,57.0,1000,4.29,4.32,2.64,1000000.0
37789,37789,0.38,Premium,E,VS1,60.7,59.0,1000,4.69,4.73,2.86,1000000.0
37790,37790,0.38,Premium,E,VS1,60.2,58.0,1000,4.66,4.71,2.82,1000000.0
37791,37791,0.3,Ideal,D,VVS1,61.1,57.0,1000,4.34,4.36,2.66,1000000.0
37792,37792,0.38,Ideal,E,VS1,62.1,56.0,1000,4.62,4.65,2.88,1000000.0
37793,37793,0.38,Ideal,E,VS1,61.6,56.0,1000,4.62,4.66,2.86,1000000.0
37794,37794,0.38,Ideal,E,VS1,62.7,55.0,1000,4.6,4.65,2.9,1000000.0
37795,37795,0.5,Premium,G,SI2,62.5,57.0,1000,5.04,5.01,3.14,1000000.0
37796,37796,0.34,Ideal,G,VVS1,61.8,56.0,1000,4.45,4.51,2.77,1000000.0
37797,37797,0.41,Ideal,G,VVS1,61.8,55.0,1000,4.76,4.79,2.95,1000000.0
37798,37798,0.35,Ideal,E,VVS1,61.7,54.0,1000,4.56,4.58,2.82,1000000.0
37799,37799,0.53,Ideal,H,SI2,61.5,56.0,1000,5.21,5.23,3.21,1000000.0
37800,37800,0.51,Ideal,I,SI1,61.9,54.0,1000,5.12,5.15,3.18,1000000.0
37801,37801,0.51,Ideal,I,SI1,61.7,54.0,1000,5.18,5.19,3.2,1000000.0
37802,37802,0.43,Good,H,VVS1,60.0,61.0,1000,4.91,4.93,2.95,1000000.0
37803,37803,0.5,Very Good,J,SI1,63.2,55.0,1000,5.07,5.03,3.19,1000000.0
37804,37804,0.35,Very Good,G,IF,60.5,56.0,1001,4.56,4.6,2.77,1001000.0
37805,37805,0.41,Ideal,F,VVS1,61.3,56.0,1001,4.8,4.82,2.95,1001000.0
37806,37806,0.34,Ideal,E,VVS1,61.8,57.0,1001,4.47,4.5,2.77,1001000.0
37807,37807,0.35,Ideal,G,IF,62.0,54.0,1001,4.54,4.56,2.82,1001000.0
37808,37808,0.35,Ideal,G,IF,61.7,55.0,1001,4.52,4.55,2.8,1001000.0
37809,37809,0.35,Ideal,G,IF,61.5,55.0,1001,4.53,4.57,2.8,1001000.0
37810,37810,0.35,Ideal,G,IF,61.9,54.0,1001,4.56,4.58,2.83,1001000.0
37811,37811,0.35,Ideal,G,IF,61.3,55.0,1001,4.57,4.6,2.81,1001000.0
37812,37812,0.44,Good,E,VS2,59.0,64.0,1001,5.01,4.94,2.93,1001000.0
37813,37813,0.7,Fair,G,I1,66.9,55.0,1001,5.6,5.52,3.72,1001000.0
37814,37814,0.52,Premium,G,SI2,62.5,59.0,1001,5.1,5.07,3.18,1001000.0
37815,37815,0.36,Ideal,D,VS1,61.8,55.0,1002,4.58,4.54,2.82,1002000.0
37816,37816,0.36,Very Good,G,IF,60.4,62.0,1002,4.6,4.64,2.79,1002000.0
37817,37817,0.41,Good,E,VVS1,63.5,57.0,1002,4.73,4.75,3.01,1002000.0
37818,37818,0.51,Good,G,SI2,63.2,57.0,1002,5.03,5.07,3.19,1002000.0
37819,37819,0.32,Ideal,F,VVS2,61.3,56.0,1002,4.42,4.45,2.72,1002000.0
37820,37820,0.53,Ideal,J,SI2,62.3,58.0,1002,5.13,5.17,3.21,1002000.0
37821,37821,0.31,Ideal,E,IF,61.3,58.0,1002,4.37,4.4,2.69,1002000.0
37822,37822,0.33,Ideal,D,VS2,62.1,56.0,1002,4.48,4.44,2.77,1002000.0
37823,37823,0.33,Ideal,E,VS1,61.6,56.0,1002,4.46,4.43,2.74,1002000.0
37824,37824,0.33,Premium,E,VS1,61.6,58.0,1002,4.45,4.41,2.73,1002000.0
37825,37825,0.33,Premium,E,VS1,60.9,58.0,1002,4.49,4.45,2.72,1002000.0
37826,37826,0.33,Ideal,E,VS1,60.2,57.0,1002,4.52,4.48,2.71,1002000.0
37827,37827,0.33,Ideal,E,VS1,59.6,56.0,1002,4.54,4.49,2.69,1002000.0
37828,37828,0.33,Ideal,E,VS1,60.6,57.0,1002,4.54,4.5,2.74,1002000.0
37829,37829,0.33,Ideal,D,VS2,62.1,56.0,1002,4.47,4.42,2.76,1002000.0
37830,37830,0.33,Ideal,D,VS2,61.8,56.0,1002,4.48,4.45,2.76,1002000.0
37831,37831,0.33,Ideal,D,VS2,61.8,56.0,1002,4.44,4.4,2.73,1002000.0
37832,37832,0.33,Ideal,D,VS2,60.7,57.0,1002,4.5,4.46,2.72,1002000.0
37833,37833,0.33,Ideal,D,VS2,60.9,55.0,1002,4.5,4.46,2.73,1002000.0
37834,37834,0.33,Ideal,D,VS2,60.9,55.0,1002,4.5,4.47,2.73,1002000.0
37835,37835,0.33,Ideal,D,VS2,61.9,53.0,1002,4.49,4.46,2.77,1002000.0
37836,37836,0.33,Premium,D,VS2,60.7,58.0,1002,4.5,4.46,2.72,1002000.0
37837,37837,0.33,Ideal,D,VS2,62.1,55.0,1002,4.46,4.43,2.76,1002000.0
37838,37838,0.33,Ideal,D,VS2,62.1,54.0,1002,4.46,4.43,2.76,1002000.0
37839,37839,0.33,Ideal,D,VS2,62.3,56.0,1002,4.46,4.43,2.77,1002000.0
37840,37840,0.33,Ideal,D,VS2,62.5,56.0,1002,4.46,4.43,2.78,1002000.0
37841,37841,0.33,Ideal,D,VS2,62.8,54.0,1002,4.46,4.43,2.79,1002000.0
37842,37842,0.33,Ideal,D,VS2,62.3,57.0,1002,4.45,4.41,2.76,1002000.0
37843,37843,0.33,Ideal,D,VS2,62.5,55.0,1002,4.45,4.41,2.77,1002000.0
37844,37844,0.33,Ideal,D,VS2,61.9,56.0,1002,4.44,4.42,2.74,1002000.0
37845,37845,0.33,Ideal,D,VS2,61.9,57.0,1002,4.47,4.42,2.75,1002000.0
37846,37846,0.33,Ideal,D,VS2,62.6,56.0,1002,4.43,4.39,2.76,1002000.0
37847,37847,0.33,Premium,D,VS2,61.2,58.0,1002,4.44,4.41,2.71,1002000.0
37848,37848,0.33,Ideal,E,VS1,62.6,57.0,1002,4.42,4.4,2.76,1002000.0
37849,37849,0.33,Premium,E,VS1,61.5,59.0,1002,4.46,4.42,2.73,1002000.0
37850,37850,0.33,Ideal,E,VS1,62.7,57.0,1002,4.45,4.38,2.77,1002000.0
37851,37851,0.46,Fair,G,VS2,65.3,56.0,1002,4.83,4.76,3.13,1002000.0
37852,37852,0.33,Premium,D,VVS2,62.6,56.0,1002,4.47,4.44,2.79,1002000.0
37853,37853,0.37,Very Good,G,IF,61.8,56.0,1003,4.6,4.64,2.85,1003000.0
37854,37854,0.4,Ideal,D,VS1,60.6,56.0,1003,4.78,4.82,2.91,1003000.0
37855,37855,0.44,Ideal,E,VS2,61.5,56.0,1003,4.9,4.92,3.02,1003000.0
37856,37856,0.44,Premium,E,VS2,62.3,59.0,1003,4.81,4.91,3.03,1003000.0
37857,37857,0.44,Premium,E,VS2,60.4,58.0,1003,4.87,4.93,2.96,1003000.0
37858,37858,0.44,Ideal,E,VS2,62.4,57.0,1003,4.88,4.9,3.05,1003000.0
37859,37859,0.44,Premium,E,VS2,60.4,59.0,1003,4.9,4.93,2.97,1003000.0
37860,37860,0.44,Ideal,E,VS2,61.9,55.0,1003,4.86,4.89,3.02,1003000.0
37861,37861,0.34,Ideal,F,VVS2,61.0,56.0,1003,4.54,4.57,2.78,1003000.0
37862,37862,0.34,Ideal,F,VVS2,61.8,55.0,1003,4.46,4.51,2.77,1003000.0
37863,37863,0.4,Ideal,G,VS2,60.5,57.0,1003,4.74,4.8,2.89,1003000.0
37864,37864,0.37,Ideal,D,VS2,61.4,55.0,1003,4.64,4.67,2.86,1003000.0
37865,37865,0.39,Ideal,F,VS1,62.0,55.0,1003,4.66,4.69,2.9,1003000.0
37866,37866,0.46,Fair,F,SI1,64.9,58.0,1003,4.81,4.77,3.11,1003000.0
37867,37867,0.4,Very Good,D,VS1,62.9,55.0,1004,4.73,4.77,2.99,1004000.0
37868,37868,0.39,Ideal,G,VVS1,58.8,62.0,1004,4.77,4.79,2.81,1004000.0
37869,37869,0.38,Ideal,F,VS1,61.1,56.0,1004,4.7,4.65,2.86,1004000.0
37870,37870,0.39,Ideal,E,VS1,62.2,53.3,1004,4.68,4.7,2.92,1004000.0
37871,37871,0.39,Ideal,E,VS1,62.3,54.4,1004,4.66,4.69,2.91,1004000.0
37872,37872,0.41,Ideal,E,VS1,61.6,54.0,1004,4.77,4.8,2.95,1004000.0
37873,37873,0.39,Ideal,E,VS1,62.7,53.6,1004,4.67,4.69,2.93,1004000.0
37874,37874,0.51,Ideal,J,SI1,61.5,56.0,1004,5.14,5.17,3.17,1004000.0
37875,37875,0.32,Ideal,E,IF,60.6,60.0,1004,4.43,4.45,2.69,1004000.0
37876,37876,0.51,Premium,G,SI2,59.9,60.0,1004,5.14,5.07,3.06,1004000.0
37877,37877,0.42,Very Good,E,VS1,62.9,57.0,1005,4.75,4.79,3.0,1005000.0
37878,37878,0.38,Very Good,D,VS2,63.1,55.0,1005,4.6,4.59,2.9,1005000.0
37879,37879,0.43,Ideal,G,VS1,61.6,55.1,1005,4.85,4.89,3.0,1005000.0
37880,37880,0.4,Very Good,G,VS1,63.4,56.0,1005,4.72,4.68,2.98,1005000.0
37881,37881,0.4,Ideal,E,VS1,61.2,55.0,1005,4.79,4.76,2.92,1005000.0
37882,37882,0.48,Premium,E,SI2,62.9,60.0,1005,4.93,4.9,3.09,1005000.0
37883,37883,0.3,Very Good,E,VVS1,61.8,56.0,1006,4.29,4.32,2.66,1006000.0
37884,37884,0.46,Ideal,I,VVS2,61.4,57.0,1006,4.96,5.0,3.06,1006000.0
37885,37885,0.42,Ideal,D,VS1,61.4,55.0,1006,4.8,4.9,2.98,1006000.0
37886,37886,0.5,Premium,G,SI2,61.9,58.0,1006,5.12,5.09,3.16,1006000.0
37887,37887,0.47,Ideal,H,VS2,62.0,54.0,1006,4.99,5.01,3.1,1006000.0
37888,37888,0.33,Ideal,D,VS1,61.3,55.0,1006,4.46,4.48,2.74,1006000.0
37889,37889,0.36,Ideal,G,IF,62.0,57.0,1006,4.54,4.58,2.82,1006000.0
37890,37890,0.37,Premium,D,VS1,61.9,58.0,1006,4.62,4.56,2.84,1006000.0
37891,37891,0.46,Very Good,F,SI1,63.1,56.0,1006,4.9,4.87,3.08,1006000.0
37892,37892,0.41,Ideal,F,VS1,62.1,56.0,1007,4.77,4.8,2.97,1007000.0
37893,37893,0.41,Very Good,G,VVS2,62.9,56.0,1007,4.7,4.74,2.97,1007000.0
37894,37894,0.41,Ideal,D,VS2,61.6,55.0,1007,4.74,4.77,2.93,1007000.0
37895,37895,0.41,Ideal,D,VS2,62.4,54.0,1007,4.74,4.78,2.97,1007000.0
37896,37896,0.41,Ideal,G,VVS2,61.8,56.0,1007,4.74,4.78,2.94,1007000.0
37897,37897,0.41,Ideal,F,VS1,61.9,55.0,1007,4.76,4.8,2.96,1007000.0
37898,37898,0.41,Ideal,D,VS2,62.2,57.0,1007,4.72,4.76,2.95,1007000.0
37899,37899,0.41,Ideal,G,VVS2,62.5,55.0,1007,4.75,4.76,2.97,1007000.0
37900,37900,0.41,Ideal,D,VS2,61.7,56.0,1007,4.78,4.81,2.96,1007000.0
37901,37901,0.41,Ideal,F,VS1,61.8,56.0,1007,4.75,4.79,2.95,1007000.0
37902,37902,0.41,Ideal,F,VS1,61.3,55.0,1007,4.79,4.83,2.95,1007000.0
37903,37903,0.41,Premium,F,VS1,62.7,58.0,1007,4.74,4.77,2.98,1007000.0
37904,37904,0.41,Ideal,G,VVS2,61.0,57.0,1007,4.78,4.8,2.92,1007000.0
37905,37905,0.41,Ideal,D,VS2,61.9,56.0,1007,4.77,4.8,2.96,1007000.0
37906,37906,0.41,Ideal,E,VS1,61.4,55.0,1007,4.8,4.84,2.96,1007000.0
37907,37907,0.41,Ideal,F,VS1,62.1,56.0,1007,4.74,4.76,2.95,1007000.0
37908,37908,0.41,Ideal,F,VS1,60.8,56.0,1007,4.76,4.79,2.92,1007000.0
37909,37909,0.41,Ideal,F,VS1,62.0,55.0,1007,4.77,4.81,2.97,1007000.0
37910,37910,0.41,Ideal,I,IF,62.6,57.0,1007,4.74,4.78,2.98,1007000.0
37911,37911,0.41,Very Good,G,VVS2,61.6,56.0,1007,4.76,4.78,2.94,1007000.0
37912,37912,0.41,Very Good,F,VS1,60.7,56.0,1007,4.77,4.82,2.91,1007000.0
37913,37913,0.41,Premium,D,VS2,62.4,60.0,1007,4.71,4.75,2.95,1007000.0
37914,37914,0.41,Ideal,D,VS2,62.4,55.0,1007,4.76,4.79,2.98,1007000.0
37915,37915,0.41,Ideal,F,VS1,61.9,57.0,1007,4.73,4.77,2.94,1007000.0
37916,37916,0.41,Ideal,D,VS2,62.2,54.0,1007,4.77,4.81,2.98,1007000.0
37917,37917,0.41,Premium,F,VS1,62.6,58.0,1007,4.74,4.75,2.97,1007000.0
37918,37918,0.41,Ideal,F,VS1,60.6,57.0,1007,4.79,4.84,2.92,1007000.0
37919,37919,0.41,Ideal,F,VS1,62.3,55.0,1007,4.77,4.79,2.98,1007000.0
37920,37920,0.23,Very Good,E,VVS1,63.3,57.0,485,3.88,3.95,2.48,485000.0
37921,37921,0.23,Very Good,E,VVS1,59.3,62.0,485,3.99,4.0,2.37,485000.0
37922,37922,0.23,Very Good,E,VVS1,61.0,58.0,485,3.99,4.01,2.44,485000.0
37923,37923,0.23,Very Good,D,VVS1,61.7,59.0,485,3.94,3.97,2.44,485000.0
37924,37924,0.23,Very Good,F,IF,61.0,62.0,485,3.95,3.99,2.42,485000.0
37925,37925,0.32,Ideal,I,VS2,60.6,56.0,485,4.42,4.46,2.69,485000.0
37926,37926,0.23,Good,E,VVS2,63.4,61.0,485,3.85,3.91,2.46,485000.0
37927,37927,0.3,Good,H,SI2,63.9,57.0,485,4.27,4.24,2.72,485000.0
37928,37928,0.3,Very Good,H,SI2,63.2,55.0,485,4.29,4.26,2.7,485000.0
37929,37929,0.3,Premium,H,SI2,61.9,60.0,485,4.29,4.27,2.65,485000.0
37930,37930,0.24,Premium,D,VS2,61.4,55.0,485,4.05,3.99,2.47,485000.0
37931,37931,0.26,Very Good,H,VVS2,62.5,56.0,486,4.07,4.09,2.55,486000.0
37932,37932,0.26,Very Good,H,VVS2,60.5,56.0,486,4.13,4.16,2.51,486000.0
37933,37933,0.26,Very Good,G,VVS2,62.3,56.0,486,4.07,4.09,2.54,486000.0
37934,37934,0.26,Very Good,G,VVS2,62.6,56.0,486,4.1,4.13,2.57,486000.0
37935,37935,0.26,Very Good,G,VVS2,62.5,55.0,486,4.1,4.12,2.57,486000.0
37936,37936,0.26,Very Good,G,VVS2,62.2,56.0,486,4.09,4.12,2.55,486000.0
37937,37937,0.3,Ideal,H,VS2,62.5,53.2,486,4.29,4.34,2.69,486000.0
37938,37938,0.3,Ideal,H,VS2,61.9,54.6,486,4.27,4.33,2.67,486000.0
37939,37939,0.3,Ideal,I,VS1,62.2,53.9,486,4.29,4.33,2.68,486000.0
37940,37940,0.24,Ideal,E,SI1,62.5,56.0,486,4.01,3.99,2.5,486000.0
37941,37941,0.27,Premium,H,VVS2,60.7,59.0,486,4.19,4.21,2.55,486000.0
37942,37942,0.27,Very Good,H,VVS2,62.1,57.0,486,4.1,4.15,2.56,486000.0
37943,37943,0.33,Very Good,H,VS2,58.8,62.0,486,4.49,4.53,2.65,486000.0
37944,37944,0.36,Good,I,SI1,63.1,57.0,486,4.51,4.55,2.86,486000.0
37945,37945,0.36,Premium,I,SI1,60.4,60.0,486,4.58,4.62,2.78,486000.0
37946,37946,0.32,Very Good,E,SI1,62.0,60.0,486,4.38,4.43,2.73,486000.0
37947,37947,0.28,Very Good,E,VS2,63.0,59.0,487,4.11,4.15,2.6,487000.0
37948,37948,0.28,Very Good,E,VS2,60.4,59.0,487,4.22,4.26,2.56,487000.0
37949,37949,0.28,Very Good,E,VS2,62.7,58.0,487,4.15,4.18,2.61,487000.0
37950,37950,0.41,Premium,F,VS1,61.1,58.0,1007,4.74,4.78,2.91,1007000.0
37951,37951,0.41,Premium,G,VVS2,61.6,58.0,1007,4.74,4.8,2.94,1007000.0
37952,37952,0.41,Ideal,F,VS1,61.3,57.0,1007,4.77,4.79,2.93,1007000.0
37953,37953,0.41,Very Good,F,VS1,58.6,61.0,1007,4.83,4.87,2.84,1007000.0
37954,37954,0.41,Ideal,G,VVS2,61.3,56.0,1007,4.77,4.79,2.93,1007000.0
37955,37955,0.41,Ideal,G,VVS2,62.2,56.0,1007,4.75,4.8,2.97,1007000.0
37956,37956,0.41,Ideal,D,VS2,61.5,57.0,1007,4.77,4.79,2.94,1007000.0
37957,37957,0.41,Ideal,F,VS1,62.6,55.0,1007,4.75,4.77,2.98,1007000.0
37958,37958,0.41,Premium,G,VVS2,61.4,58.0,1007,4.75,4.8,2.93,1007000.0
37959,37959,0.41,Ideal,G,VVS2,61.1,55.0,1007,4.8,4.83,2.94,1007000.0
37960,37960,0.41,Ideal,F,VS1,62.0,57.0,1007,4.73,4.76,2.94,1007000.0
37961,37961,0.41,Ideal,F,VS1,62.5,57.0,1007,4.75,4.76,2.97,1007000.0
37962,37962,0.41,Premium,F,VS1,62.4,60.0,1007,4.71,4.77,2.96,1007000.0
37963,37963,0.41,Ideal,F,VS1,62.0,56.0,1007,4.77,4.81,2.97,1007000.0
37964,37964,0.41,Very Good,D,VS2,62.8,55.0,1007,4.7,4.73,2.96,1007000.0
37965,37965,0.41,Ideal,F,VS1,60.8,57.0,1007,4.77,4.8,2.91,1007000.0
37966,37966,0.41,Very Good,F,VS1,60.8,58.0,1007,4.76,4.82,2.91,1007000.0
37967,37967,0.41,Ideal,G,VVS2,60.4,56.0,1007,4.8,4.83,2.91,1007000.0
37968,37968,0.41,Ideal,G,VVS2,61.3,56.0,1007,4.76,4.77,2.92,1007000.0
37969,37969,0.41,Ideal,F,VS1,62.7,55.0,1007,4.74,4.77,2.98,1007000.0
37970,37970,0.41,Very Good,F,VS1,61.2,57.0,1007,4.77,4.8,2.93,1007000.0
37971,37971,0.41,Ideal,E,VS1,61.5,56.0,1007,4.77,4.79,2.94,1007000.0
37972,37972,0.41,Premium,F,VS1,59.9,58.0,1007,4.81,4.84,2.89,1007000.0
37973,37973,0.33,Ideal,D,VS1,61.7,55.0,1007,4.48,4.5,2.77,1007000.0
37974,37974,0.4,Good,G,VS2,63.8,59.0,1007,4.64,4.57,2.94,1007000.0
37975,37975,0.4,Very Good,H,VS1,63.4,58.0,1007,4.74,4.66,2.98,1007000.0
37976,37976,0.32,Premium,E,VS1,62.0,58.0,1008,4.35,4.29,2.68,1008000.0
37977,37977,0.4,Very Good,G,VVS1,60.6,58.0,1008,4.69,4.78,2.87,1008000.0
37978,37978,0.51,Very Good,J,VS2,58.0,62.0,1008,5.24,5.27,3.05,1008000.0
37979,37979,0.51,Very Good,J,VS2,61.6,58.0,1008,5.09,5.14,3.15,1008000.0
37980,37980,0.51,Very Good,H,SI1,61.2,55.0,1008,5.19,5.21,3.18,1008000.0
37981,37981,0.39,Ideal,G,VS1,62.0,55.0,1008,4.66,4.71,2.9,1008000.0
37982,37982,0.39,Ideal,G,VS1,62.6,55.0,1008,4.66,4.69,2.93,1008000.0
37983,37983,0.38,Ideal,E,VVS2,59.9,61.0,1008,4.71,4.74,2.83,1008000.0
37984,37984,0.32,Ideal,D,VVS2,60.9,57.0,1008,4.39,4.45,2.7,1008000.0
37985,37985,0.39,Ideal,G,VVS1,61.8,54.4,1008,4.69,4.73,2.92,1008000.0
37986,37986,0.39,Ideal,G,VVS1,62.1,54.7,1008,4.64,4.72,2.91,1008000.0
37987,37987,0.39,Ideal,G,VVS1,62.4,53.6,1008,4.65,4.7,2.92,1008000.0
37988,37988,0.5,Ideal,I,SI1,61.5,54.0,1008,5.13,5.15,3.16,1008000.0
37989,37989,0.32,Ideal,F,VVS2,61.9,57.0,1008,4.39,4.36,2.71,1008000.0
37990,37990,0.32,Premium,F,VVS2,61.8,60.0,1008,4.41,4.36,2.71,1008000.0
37991,37991,0.32,Ideal,F,VVS2,62.1,54.0,1008,4.44,4.41,2.75,1008000.0
37992,37992,0.32,Ideal,F,VVS2,61.2,57.0,1008,4.43,4.4,2.7,1008000.0
37993,37993,0.32,Ideal,F,VVS2,62.0,55.0,1008,4.41,4.39,2.73,1008000.0
37994,37994,0.43,Ideal,H,VVS2,62.3,55.0,1008,4.85,4.82,3.01,1008000.0
37995,37995,0.43,Ideal,H,VVS2,61.3,56.0,1008,4.9,4.86,2.99,1008000.0
37996,37996,0.43,Ideal,G,VS1,61.9,55.0,1008,4.86,4.84,3.0,1008000.0
37997,37997,0.43,Ideal,G,VS1,61.9,55.0,1008,4.86,4.84,3.0,1008000.0
37998,37998,0.43,Ideal,G,VS1,61.3,57.0,1008,4.88,4.85,2.98,1008000.0
37999,37999,0.43,Ideal,G,VS1,61.1,56.0,1008,4.9,4.86,2.98,1008000.0
38000,38000,0.43,Premium,G,VS1,60.9,57.0,1008,4.91,4.88,2.98,1008000.0
38001,38001,0.43,Premium,G,VS1,61.0,58.0,1008,4.92,4.89,2.99,1008000.0
38002,38002,0.43,Premium,G,VS1,62.2,59.0,1008,4.84,4.81,3.0,1008000.0
38003,38003,0.43,Ideal,G,VS1,62.3,56.0,1008,4.85,4.82,3.01,1008000.0
38004,38004,0.43,Premium,G,VS1,61.8,59.0,1008,4.88,4.83,3.0,1008000.0
38005,38005,0.43,Very Good,F,VS1,63.4,57.0,1008,4.8,4.76,3.03,1008000.0
38006,38006,0.32,Ideal,G,VVS1,61.8,56.0,1008,4.41,4.39,2.72,1008000.0
38007,38007,0.4,Premium,F,VVS2,59.4,59.0,1008,4.85,4.78,2.86,1008000.0
38008,38008,0.42,Premium,H,SI1,60.5,58.0,1008,4.85,4.83,2.93,1008000.0
38009,38009,0.38,Premium,D,VVS2,60.8,55.0,1009,4.71,4.67,2.85,1009000.0
38010,38010,0.31,Very Good,D,VVS2,60.5,56.0,1009,4.38,4.41,2.66,1009000.0
38011,38011,0.42,Very Good,D,VS1,60.6,58.0,1009,4.87,4.9,2.96,1009000.0
38012,38012,0.44,Good,D,VS2,63.6,56.0,1009,4.81,4.84,3.07,1009000.0
38013,38013,0.5,Good,G,SI2,63.8,57.0,1009,4.98,5.02,3.19,1009000.0
38014,38014,0.6,Ideal,I,SI2,61.8,55.0,1009,5.44,5.46,3.37,1009000.0
